Product_Name,Caffeine_Content_mg,Price_USD,Country,Sugar_Content_g,product_id
Energy Drink O 16,67.9,8.15,UK,25.8,3041
Energy Drink G 100,76.6,8.21,Canada,31.9,3701
Energy Drink K 5,143.8,4.84,Germany,9.9,3234
Energy Drink Z 49,214.0,9.93,Germany,4.8,312
Energy Drink Q 71,264.6,6.04,South Korea,29.4,547
Energy Drink Z 38,167.7,5.58,Canada,47.5,1436
Energy Drink O 34,151.0,6.37,Canada,48.2,3
Energy Drink O 67,234.5,7.82,Germany,17.3,1249
Energy Drink U 92,196.0,9.22,UK,3.3,2828
Energy Drink Z 98,117.9,2.18,South Korea,21.9,787
Energy Drink P 7,294.7,5.47,France,37.9,280
Energy Drink S 1,263.5,8.11,South Korea,22.6,3169
Energy Drink F 23,79.6,8.89,UK,35.1,346
Energy Drink L 28,207.2,1.34,Japan,36.0,1675
Energy Drink X 44,87.5,9.52,Japan,3.3,3448
Energy Drink R 91,298.3,9.84,UK,48.6,1553
Energy Drink W 56,257.0,3.07,Germany,49.9,1710
Energy Drink T 29,247.7,9.39,Japan,24.7,2359
Energy Drink K 66,293.0,7.26,France,7.8,3985
Energy Drink T 16,84.7,3.05,USA,47.0,1818
Energy Drink C 29,98.0,6.3,France,5.6,2735
Energy Drink M 33,69.4,3.91,South Korea,8.7,1518
Energy Drink O 5,123.0,7.47,Germany,43.7,1409
Energy Drink I 72,248.9,1.05,Japan,45.3,1880
Energy Drink B 22,252.4,3.99,UK,45.9,3442
Energy Drink F 22,122.3,9.46,France,25.9,1653
Energy Drink Q 76,119.3,1.02,France,38.9,2789
Energy Drink C 38,72.8,1.18,South Korea,49.7,3059
Energy Drink V 75,266.7,7.23,France,17.7,720
Energy Drink S 44,163.6,5.09,USA,37.2,743
Energy Drink N 3,269.8,8.76,South Korea,14.0,3476
Energy Drink C 9,113.8,1.55,UK,38.4,253
Energy Drink R 76,264.4,4.55,Canada,18.2,475
Energy Drink B 86,95.7,7.38,UK,36.1,3901
Energy Drink A 50,268.4,2.21,France,19.7,771
Energy Drink S 33,62.6,9.96,South Korea,0.6,1281
Energy Drink A 31,138.6,9.06,Japan,47.8,2914
Energy Drink P 59,166.1,1.98,Germany,1.0,1920
Energy Drink M 65,290.1,1.41,UK,4.8,3127
Energy Drink X 99,57.2,5.82,Canada,5.9,3808
Energy Drink T 2,139.7,7.22,USA,13.5,2767
Energy Drink K 34,119.9,7.46,South Korea,2.6,1184
Energy Drink G 52,61.5,1.84,Japan,31.5,2190
Energy Drink V 51,191.0,2.43,Germany,22.1,828
Energy Drink W 2,252.6,2.6,Germany,23.0,2318
Energy Drink D 99,137.2,1.61,South Korea,45.1,1344
Energy Drink H 76,200.3,5.19,UK,26.5,2706
Energy Drink H 58,88.2,8.79,France,27.0,2494
Energy Drink R 3,142.2,6.04,France,42.4,3348
Energy Drink O 38,261.2,8.03,USA,9.5,4
Energy Drink M 36,68.8,2.05,Japan,39.6,3889
Energy Drink N 60,115.2,7.68,South Korea,36.4,49
Energy Drink J 89,96.8,8.67,UK,34.9,2504
Energy Drink R 99,138.8,9.0,Japan,6.4,42
Energy Drink W 25,280.1,9.56,UK,40.1,3428
Energy Drink D 2,289.6,6.31,South Korea,1.7,3907
Energy Drink E 74,192.0,4.05,Japan,13.6,331
Energy Drink K 32,266.3,7.54,UK,27.2,2621
Energy Drink M 65,197.2,7.08,UK,9.2,970
Energy Drink D 16,136.6,9.99,Japan,6.4,2034
Energy Drink V 48,133.5,3.75,Japan,12.4,3117
Energy Drink Y 7,104.7,6.74,USA,21.7,2124
Energy Drink W 35,69.1,8.33,France,29.2,1737
Energy Drink G 21,166.5,3.89,France,4.4,2525
Energy Drink Q 52,297.8,5.28,South Korea,32.2,2231
Energy Drink R 86,130.3,9.83,USA,45.8,3485
Energy Drink G 44,217.3,4.57,Germany,25.2,160
Energy Drink J 3,154.4,8.73,USA,22.3,1081
Energy Drink V 24,295.6,3.07,Germany,17.0,3536
Energy Drink C 23,125.0,4.49,UK,38.6,682
Energy Drink K 94,184.7,8.2,Japan,49.5,1579
Energy Drink J 20,266.1,5.9,Germany,8.9,2546
Energy Drink Q 28,142.1,4.51,South Korea,26.5,2551
Energy Drink T 19,285.4,9.77,Japan,0.5,2704
Energy Drink A 99,51.2,7.35,Canada,11.0,3426
Energy Drink A 15,133.2,2.22,France,35.5,3965
Energy Drink B 34,137.3,6.85,Canada,23.7,179
Energy Drink S 46,296.4,9.15,USA,33.3,2324
Energy Drink Y 47,270.3,3.98,Japan,6.4,1378
Energy Drink C 59,163.5,5.72,Canada,30.0,3809
Energy Drink M 94,254.2,5.45,UK,39.9,1163
Energy Drink E 37,184.0,6.82,South Korea,47.2,889
Energy Drink R 63,216.6,3.99,UK,2.5,954
Energy Drink Y 72,66.3,5.47,Canada,44.3,1425
Energy Drink N 62,255.6,6.8,UK,3.0,3250
Energy Drink F 27,249.4,5.22,Germany,44.6,113
Energy Drink H 76,213.2,3.03,Germany,27.7,2081
Energy Drink B 12,211.6,1.01,Canada,40.7,1069
Energy Drink Q 13,150.3,1.52,USA,20.8,3844
Energy Drink R 6,182.9,1.04,Canada,36.4,326
Energy Drink J 92,184.7,1.56,South Korea,49.3,3577
Energy Drink Q 4,191.3,8.45,USA,49.9,2237
Energy Drink M 100,229.7,7.49,Germany,22.0,3973
Energy Drink Z 36,56.3,4.61,USA,40.5,935
Energy Drink B 52,196.3,3.04,Japan,13.7,1000
Energy Drink E 2,230.9,2.67,UK,4.3,138
Energy Drink B 79,207.1,7.23,UK,45.0,2857
Energy Drink R 93,211.3,6.45,UK,22.9,545
Energy Drink A 1,256.9,4.97,France,0.3,2618
Energy Drink G 59,200.3,3.28,Germany,36.2,2500
Energy Drink T 3,71.9,5.51,USA,39.5,3358
Energy Drink P 64,215.0,1.38,Canada,14.6,735
Energy Drink F 80,98.0,4.83,South Korea,24.4,3520
Energy Drink H 84,191.4,9.49,France,39.9,750
Energy Drink D 77,253.0,4.49,France,14.3,3020
Energy Drink I 77,279.2,5.62,France,30.8,1977
Energy Drink J 11,151.5,9.88,USA,28.7,3699
Energy Drink D 98,202.3,3.39,France,1.1,3206
Energy Drink Z 80,163.6,4.37,Japan,20.2,1468
Energy Drink D 25,164.0,9.67,USA,5.8,797
Energy Drink Q 8,79.0,8.53,USA,30.7,2687
Energy Drink E 25,275.7,3.04,Canada,12.3,519
Energy Drink G 53,140.5,4.69,Canada,6.0,980
Energy Drink P 10,260.3,2.84,Canada,33.8,3669
Energy Drink O 8,177.0,1.83,Canada,13.1,3848
Energy Drink R 88,176.0,6.47,Canada,1.7,275
Energy Drink B 44,216.4,2.15,Japan,39.2,1095
Energy Drink D 78,104.6,1.17,Germany,27.9,2025
Energy Drink H 36,283.9,6.19,Japan,8.7,960
Energy Drink I 18,154.5,9.6,Germany,48.5,2362
Energy Drink B 57,257.2,1.92,Germany,38.6,2950
Energy Drink I 49,145.3,3.92,Canada,0.6,2145
Energy Drink E 52,182.7,8.53,Germany,4.8,1815
Energy Drink M 2,230.0,5.32,France,20.0,486
Energy Drink Z 67,210.9,9.54,USA,48.2,1543
Energy Drink P 14,273.8,9.27,Germany,22.4,2021
Energy Drink O 83,149.2,6.36,USA,18.3,1932
Energy Drink S 76,152.9,8.69,South Korea,48.8,2987
Energy Drink K 14,277.8,9.97,South Korea,40.2,473
Energy Drink I 54,86.3,8.86,Japan,34.2,3054
Energy Drink I 90,102.1,7.55,South Korea,17.2,1483
Energy Drink Z 85,243.4,2.47,Japan,11.2,399
Energy Drink R 94,149.4,5.54,Canada,49.9,2788
Energy Drink U 70,175.4,7.39,South Korea,40.8,2764
Energy Drink B 89,292.1,7.75,Canada,46.8,2512
Energy Drink R 18,197.4,2.12,Japan,18.3,2873
Energy Drink A 24,82.4,5.35,South Korea,47.9,2405
Energy Drink J 10,271.7,6.47,Canada,7.7,2743
Energy Drink R 26,244.8,6.5,France,39.1,2225
Energy Drink O 34,119.2,3.36,Canada,27.0,1445
Energy Drink Q 76,99.2,5.83,South Korea,40.8,3852
Energy Drink U 8,227.5,1.33,France,27.1,3712
Energy Drink Q 77,97.4,3.31,South Korea,18.6,1012
Energy Drink J 1,269.5,9.37,Germany,28.4,1923
Energy Drink I 9,172.2,6.77,UK,19.8,256
Energy Drink J 26,163.6,5.03,Japan,11.2,2121
Energy Drink U 26,141.5,7.92,Japan,42.3,313
Energy Drink V 4,105.5,8.88,South Korea,15.0,895
Energy Drink N 78,61.9,9.49,USA,36.0,789
Energy Drink Z 99,107.1,6.73,France,29.9,3877
Energy Drink C 18,230.3,3.52,Germany,18.5,458
Energy Drink G 51,228.8,9.87,France,19.5,2654
Energy Drink R 97,220.9,6.4,USA,6.5,3931
Energy Drink E 39,185.6,5.34,Germany,42.8,500
Energy Drink V 57,195.4,1.24,USA,42.5,3668
Energy Drink Y 91,204.6,6.95,France,49.0,3085
Energy Drink R 54,163.6,4.49,South Korea,7.6,2861
Energy Drink W 88,204.8,2.93,Japan,37.2,2898
Energy Drink B 9,126.6,7.31,France,18.6,1764
Energy Drink R 72,102.7,2.14,UK,0.8,2064
Energy Drink U 99,184.6,1.15,South Korea,31.0,1339
Energy Drink O 71,51.6,1.43,USA,11.9,3559
Energy Drink Q 60,259.6,3.68,South Korea,24.4,838
Energy Drink B 65,92.2,6.41,Canada,21.6,1721
Energy Drink G 37,99.2,8.57,Japan,26.0,354
Energy Drink O 7,241.6,5.64,Germany,40.2,1020
Energy Drink P 88,248.7,8.32,France,41.8,2436
Energy Drink F 57,215.5,7.62,South Korea,38.2,3161
Energy Drink K 99,244.3,8.44,South Korea,15.1,2991
Energy Drink X 8,211.6,2.51,USA,33.7,46
Energy Drink C 12,62.2,1.23,Germany,48.2,2382
Energy Drink Q 49,83.3,9.37,South Korea,6.5,3677
Energy Drink V 52,292.3,3.29,Canada,4.3,1051
Energy Drink D 85,171.3,3.03,Germany,19.3,1104
Energy Drink R 54,295.3,7.54,USA,9.7,3623
Energy Drink H 60,70.2,6.45,Germany,41.2,3144
Energy Drink M 98,162.5,4.01,France,22.9,2205
Energy Drink R 94,55.8,4.28,Japan,33.7,306
Energy Drink R 81,63.7,1.95,Germany,8.0,1713
Energy Drink C 54,194.6,4.45,South Korea,12.6,3305
Energy Drink H 33,122.8,7.85,South Korea,20.5,2246
Energy Drink Y 6,173.7,7.82,Germany,49.3,2347
Energy Drink R 81,232.5,3.44,Canada,18.6,76
Energy Drink G 12,230.9,4.5,France,6.6,2573
Energy Drink Q 63,231.6,1.84,South Korea,38.1,2875
Energy Drink K 92,221.8,9.79,Germany,3.2,881
Energy Drink O 95,52.8,7.05,Canada,4.0,862
Energy Drink S 20,149.9,7.71,Japan,17.0,1157
Energy Drink H 11,132.8,7.88,USA,43.4,1877
Energy Drink H 19,209.9,9.12,France,41.6,1135
Energy Drink J 93,189.7,7.43,Germany,29.9,3661
Energy Drink D 60,177.7,7.27,Japan,0.9,295
Energy Drink M 37,285.7,5.18,Germany,38.9,524
Energy Drink E 74,141.9,1.8,South Korea,1.9,3356
Energy Drink K 72,144.6,6.28,Germany,41.3,98
Energy Drink Z 22,111.8,7.48,Canada,14.4,1778
Energy Drink K 98,93.2,3.56,South Korea,5.0,1082
Energy Drink M 99,245.0,6.08,Germany,48.7,1399
Energy Drink Z 87,140.2,5.32,Canada,12.6,3264
Energy Drink H 2,210.0,8.13,USA,43.2,3407
Energy Drink L 48,264.4,8.62,France,27.5,2806
Energy Drink G 6,178.3,7.66,UK,48.7,2680
Energy Drink A 91,113.9,5.53,Canada,11.7,1919
Energy Drink M 3,241.6,3.68,Japan,1.0,2413
Energy Drink Y 15,167.2,9.31,USA,30.1,2727
Energy Drink S 23,71.2,3.34,USA,36.5,2771
Energy Drink G 34,128.0,4.57,South Korea,47.8,357
Energy Drink G 14,212.7,4.01,USA,10.7,3215
Energy Drink K 100,262.6,6.79,USA,14.5,1674
Energy Drink Z 34,287.2,5.8,Canada,45.3,359
Energy Drink K 14,251.8,2.01,France,7.8,2876
Energy Drink P 68,161.6,3.67,Japan,42.0,3659
Energy Drink T 24,179.3,4.33,South Korea,34.1,3962
Energy Drink A 38,136.0,2.62,UK,21.1,1657
Energy Drink T 94,234.4,6.66,Canada,39.1,806
Energy Drink T 9,90.0,1.49,Japan,8.0,1970
Energy Drink L 54,162.4,3.67,France,29.1,579
Energy Drink K 28,170.2,7.04,Japan,37.7,445
Energy Drink E 32,221.6,5.36,South Korea,45.3,1263
Energy Drink I 57,251.1,9.68,Japan,13.5,3568
Energy Drink B 74,296.7,6.85,France,22.8,390
Energy Drink U 73,59.8,2.14,Canada,35.8,3594
Energy Drink J 61,290.9,4.59,Canada,5.5,1643
Energy Drink X 29,86.9,3.24,UK,40.2,664
Energy Drink D 43,278.0,1.49,Canada,12.2,3802
Energy Drink G 53,123.0,9.48,France,25.6,1952
Energy Drink F 16,224.5,3.43,South Korea,8.3,3437
Energy Drink W 90,265.4,3.97,UK,21.2,2239
Energy Drink B 20,250.8,4.2,France,20.5,1076
Energy Drink B 65,82.7,1.81,Japan,23.7,3346
Energy Drink N 21,221.2,9.88,UK,48.9,3458
Energy Drink M 31,210.0,6.65,UK,40.6,1735
Energy Drink N 91,92.3,8.08,France,26.0,3564
Energy Drink Z 91,293.3,9.67,Germany,36.3,3888
Energy Drink J 62,158.5,6.53,South Korea,3.9,2934
Energy Drink I 7,163.7,4.61,UK,42.0,3402
Energy Drink U 28,225.7,4.74,UK,37.0,3976
Energy Drink Q 69,290.8,5.18,Japan,8.0,2891
Energy Drink Y 4,121.3,5.62,Canada,20.6,1963
Energy Drink V 28,298.2,3.5,UK,34.4,2402
Energy Drink O 37,140.3,9.75,South Korea,33.6,3125
Energy Drink Q 18,193.0,5.1,Canada,28.7,3189
Energy Drink V 28,102.9,1.68,France,9.2,647
Energy Drink R 51,75.3,4.02,France,45.5,3188
Energy Drink A 61,281.3,9.05,France,21.6,1811
Energy Drink C 30,139.5,1.93,Germany,19.3,3390
Energy Drink A 76,202.2,6.43,Germany,35.1,621
Energy Drink K 21,257.4,2.41,Canada,41.1,1121
Energy Drink N 82,96.8,9.7,Canada,21.8,2985
Energy Drink N 14,235.9,4.46,France,33.4,1684
Energy Drink J 64,228.0,4.16,South Korea,26.2,2234
Energy Drink M 91,104.0,4.13,USA,29.3,1540
Energy Drink A 73,192.1,5.21,Japan,30.8,1181
Energy Drink T 59,94.2,8.39,USA,12.4,3304
Energy Drink W 2,195.9,2.22,USA,3.9,2400
Energy Drink X 21,87.3,4.69,Canada,9.9,3630
Energy Drink H 21,111.5,8.33,Canada,2.5,2202
Energy Drink D 59,269.7,7.41,France,6.2,3060
Energy Drink K 80,122.1,5.42,USA,15.5,1046
Energy Drink Y 53,210.2,7.76,Canada,12.0,1392
Energy Drink L 21,272.7,6.14,Canada,17.7,216
Energy Drink I 82,220.0,3.18,France,33.1,2370
Energy Drink P 16,283.4,6.78,UK,49.8,1973
Energy Drink D 30,62.9,6.75,Germany,4.6,3209
Energy Drink T 73,52.6,5.12,Canada,37.8,2900
Energy Drink F 93,152.8,9.35,France,28.7,2056
Energy Drink I 38,249.2,8.27,South Korea,33.8,3912
Energy Drink S 38,147.1,9.31,Germany,15.8,1557
Energy Drink Q 29,62.2,1.57,Canada,26.3,3338
Energy Drink O 33,130.1,3.44,USA,34.7,3830
Energy Drink Y 77,159.1,2.98,USA,49.4,193
Energy Drink A 38,50.8,7.71,Japan,35.7,3316
Energy Drink Q 44,158.5,3.17,USA,43.6,1683
Energy Drink F 9,245.1,1.07,France,33.5,1862
Energy Drink J 42,119.7,9.39,France,38.0,3446
Energy Drink C 4,298.9,7.17,South Korea,2.1,1099
Energy Drink J 64,152.5,7.23,UK,47.0,1285
Energy Drink K 43,130.2,7.49,UK,13.3,2773
Energy Drink B 88,218.9,4.47,South Korea,5.2,644
Energy Drink K 34,205.6,1.38,France,35.7,3382
Energy Drink G 30,224.6,2.97,South Korea,35.1,3804
Energy Drink B 13,217.3,2.09,Japan,17.3,3230
Energy Drink M 67,260.4,5.23,USA,50.0,3419
Energy Drink E 88,155.4,5.12,USA,5.5,2080
Energy Drink T 78,275.9,6.22,UK,49.7,3223
Energy Drink B 47,118.4,5.32,Canada,4.7,1548
Energy Drink Q 27,268.3,9.67,USA,28.0,414
Energy Drink C 70,171.0,8.24,Canada,37.8,1983
Energy Drink Z 27,105.9,2.79,UK,43.7,23
Energy Drink R 55,165.4,2.71,Germany,3.7,3062
Energy Drink F 95,236.9,6.82,Japan,15.6,1118
Energy Drink Y 22,170.9,9.73,South Korea,43.5,645
Energy Drink X 44,64.0,8.57,Canada,18.5,3849
Energy Drink H 91,164.7,4.87,Germany,11.2,3685
Energy Drink P 87,91.1,2.22,South Korea,38.8,3774
Energy Drink U 14,175.0,2.2,France,0.3,1560
Energy Drink I 14,90.6,6.62,Canada,29.4,3107
Energy Drink M 55,206.6,8.63,France,2.3,3403
Energy Drink J 6,242.8,3.64,UK,1.6,121
Energy Drink W 75,231.4,7.93,UK,45.3,2078
Energy Drink Y 57,241.0,2.71,South Korea,44.4,578
Energy Drink S 68,194.0,1.53,Canada,2.1,1651
Energy Drink F 65,273.6,3.42,USA,41.0,2016
Energy Drink Q 78,151.9,6.46,South Korea,12.2,2638
Energy Drink F 69,207.2,8.19,UK,39.5,760
Energy Drink A 19,85.9,8.26,Canada,10.8,550
Energy Drink N 70,252.7,7.61,UK,16.9,2675
Energy Drink L 39,206.6,9.55,Japan,23.1,3953
Energy Drink Q 3,237.0,7.72,South Korea,3.6,2019
Energy Drink M 14,191.6,7.34,France,7.7,3655
Energy Drink F 94,209.8,7.1,South Korea,36.1,3245
Energy Drink D 84,257.0,5.87,UK,41.0,955
Energy Drink L 17,219.6,6.68,South Korea,43.3,1953
Energy Drink V 83,225.7,8.9,UK,26.0,2023
Energy Drink K 72,255.6,6.64,Germany,26.7,2395
Energy Drink V 25,271.7,6.13,UK,22.2,2447
Energy Drink H 52,263.5,9.02,UK,38.0,3726
Energy Drink U 11,139.0,4.9,UK,10.4,1269
Energy Drink W 9,241.1,8.48,South Korea,39.2,2981
Energy Drink X 29,115.9,4.85,UK,39.5,2577
Energy Drink Y 35,74.3,2.45,Japan,18.7,444
Energy Drink T 41,224.1,9.41,South Korea,47.8,1873
Energy Drink F 15,200.3,6.1,UK,25.8,1043
Energy Drink E 57,223.1,8.9,Germany,10.5,3781
Energy Drink Y 60,277.0,4.78,France,36.7,1503
Energy Drink S 97,144.5,3.03,USA,24.8,1403
Energy Drink O 85,180.7,6.88,South Korea,46.9,1685
Energy Drink A 45,225.2,4.44,Japan,3.8,2521
Energy Drink P 59,249.5,8.3,Germany,5.2,1708
Energy Drink Q 58,218.0,9.44,South Korea,8.0,3757
Energy Drink P 53,69.7,7.29,Germany,38.8,3330
Energy Drink P 22,221.9,9.76,Canada,17.9,894
Energy Drink A 1,112.2,6.06,Japan,35.5,3835
Energy Drink A 70,287.4,2.84,Germany,15.8,676
Energy Drink S 44,264.2,9.6,Canada,6.8,105
Energy Drink H 3,54.5,7.03,Canada,11.3,3787
Energy Drink R 7,224.6,7.2,France,35.3,2553
Energy Drink I 15,192.9,4.39,Germany,1.1,3003
Energy Drink E 15,267.5,5.46,Germany,0.8,3857
Energy Drink O 46,164.8,5.52,Canada,8.8,3928
Energy Drink E 42,55.3,6.85,France,10.8,2161
Energy Drink R 95,73.5,5.12,USA,28.5,3186
Energy Drink E 86,61.7,3.01,Japan,12.2,1164
Energy Drink H 13,267.6,8.27,USA,25.0,3938
Energy Drink C 45,205.5,6.28,Germany,30.1,3795
Energy Drink C 85,214.6,6.2,South Korea,11.3,2821
Energy Drink K 45,277.2,2.94,Germany,48.5,1221
Energy Drink A 75,67.8,1.0,South Korea,1.6,1013
Energy Drink Y 43,244.5,6.81,UK,14.9,3165
Energy Drink S 91,155.1,6.59,USA,13.8,2538
Energy Drink L 31,130.1,7.04,Japan,46.5,2148
Energy Drink S 36,133.0,4.98,USA,32.9,260
Energy Drink Z 74,92.9,8.69,Canada,13.3,3617
Energy Drink R 61,56.8,6.53,Germany,9.4,2236
Energy Drink H 42,74.7,9.64,France,43.7,1697
Energy Drink M 42,139.6,9.28,UK,33.7,3508
Energy Drink U 12,197.1,7.04,UK,17.6,3825
Energy Drink T 5,160.3,4.58,France,46.3,2562
Energy Drink T 98,153.5,5.33,South Korea,38.2,1666
Energy Drink E 79,151.6,2.53,Canada,17.0,3323
Energy Drink O 91,173.5,6.4,USA,12.1,826
Energy Drink N 42,238.7,9.01,UK,35.7,1585
Energy Drink I 83,265.4,8.0,South Korea,18.7,1601
Energy Drink R 69,170.2,2.37,South Korea,29.0,2709
Energy Drink Y 19,92.4,9.35,Canada,38.0,1571
Energy Drink B 82,299.5,8.61,Germany,33.8,2218
Energy Drink G 55,81.2,8.48,France,33.9,487
Energy Drink N 96,215.4,2.96,Canada,3.6,3447
Energy Drink W 40,190.7,9.2,South Korea,28.4,2802
Energy Drink X 47,275.5,7.31,Germany,35.3,404
Energy Drink F 47,170.0,7.55,USA,44.4,2671
Energy Drink G 33,299.4,1.94,UK,12.5,1637
Energy Drink G 65,202.6,5.56,South Korea,45.4,2142
Energy Drink A 78,115.3,7.64,South Korea,21.8,2790
Energy Drink T 94,280.3,9.72,Japan,41.9,1389
Energy Drink U 18,121.3,6.94,Canada,25.3,869
Energy Drink L 44,185.4,3.33,Canada,47.6,3945
Energy Drink J 88,288.4,8.03,Canada,7.6,2013
Energy Drink Z 100,73.4,8.55,France,16.1,2146
Energy Drink V 40,216.5,7.45,Canada,1.9,1246
Energy Drink K 92,111.0,9.73,France,24.3,74
Energy Drink T 82,221.0,3.92,Germany,11.8,3069
Energy Drink E 10,74.9,9.01,Japan,14.5,2762
Energy Drink L 54,51.8,7.94,Germany,1.2,1345
Energy Drink Z 27,79.5,4.26,France,9.7,1365
Energy Drink A 75,197.6,6.65,Japan,42.1,876
Energy Drink P 50,262.3,8.4,Japan,37.3,1485
Energy Drink F 92,291.6,1.22,South Korea,46.0,3015
Energy Drink S 90,185.6,5.52,Japan,33.7,333
Energy Drink R 26,70.8,5.64,UK,14.9,3853
Energy Drink X 35,136.3,8.8,Japan,25.5,3380
Energy Drink B 78,85.2,8.73,Japan,36.1,3181
Energy Drink E 79,150.0,6.49,Japan,2.0,3684
Energy Drink M 80,114.2,1.1,France,33.3,2288
Energy Drink U 26,238.0,9.84,Japan,4.3,903
Energy Drink S 42,192.7,7.41,Japan,23.2,2406
Energy Drink H 65,171.6,5.45,Canada,11.9,1760
Energy Drink V 85,224.5,5.28,Canada,46.6,1123
Energy Drink S 36,282.1,6.92,France,22.8,3940
Energy Drink U 3,203.7,7.57,South Korea,45.7,1079
Energy Drink W 34,144.3,7.88,Canada,13.2,79
Energy Drink T 70,171.8,9.33,Japan,9.6,1139
Energy Drink F 67,151.0,5.47,Japan,5.1,3075
Energy Drink J 11,218.0,6.97,Japan,2.4,1610
Energy Drink M 61,86.0,2.01,South Korea,35.8,3283
Energy Drink F 55,192.7,9.86,UK,13.2,2688
Energy Drink X 25,288.0,1.0,UK,33.5,3917
Energy Drink K 35,229.0,5.47,South Korea,6.1,3045
Energy Drink R 98,272.0,8.1,USA,29.7,3439
Energy Drink Z 98,101.9,2.47,Japan,23.3,854
Energy Drink K 45,64.4,4.36,Germany,33.1,3292
Energy Drink P 43,216.2,9.57,Canada,21.1,3881
Energy Drink U 97,58.6,5.09,France,22.3,318
Energy Drink Y 86,284.4,8.69,South Korea,35.0,3922
Energy Drink J 16,243.0,6.6,Germany,15.1,543
Energy Drink V 51,177.3,3.0,Canada,46.6,2457
Energy Drink A 98,114.5,3.81,Japan,33.3,2648
Energy Drink V 40,173.2,5.51,Japan,48.3,2744
Energy Drink K 88,78.2,1.79,USA,30.8,1383
Energy Drink P 3,109.2,7.4,UK,26.9,305
Energy Drink Q 39,292.0,1.43,UK,30.1,3906
Energy Drink X 67,276.9,7.02,South Korea,21.5,864
Energy Drink I 86,132.9,1.23,South Korea,32.8,1381
Energy Drink C 95,131.2,7.92,Canada,0.5,1091
Energy Drink N 33,247.6,5.72,Canada,20.4,3789
Energy Drink X 18,81.8,2.94,Japan,39.5,1664
Energy Drink O 42,216.2,1.56,Germany,39.3,2201
Energy Drink S 67,64.7,6.34,South Korea,3.5,1989
Energy Drink H 26,78.0,3.46,Canada,11.4,1902
