payment_id,date,customer_id,employee_id,product_id,Price_USD,price
332482,2010-10-30 00:00:00.000000,680701,1709,3103,6.85,6.85
265227,2005-12-01 00:00:00.000000,417703,696,3103,6.85,6.85
126650,2019-10-16 00:00:00.000000,959729,2078,3834,2.13,2.13
766285,2002-05-29 00:00:00.000000,52853,355,3834,2.13,2.13
272808,1998-08-02 00:00:00.000000,396094,2825,3834,2.13,2.13
866941,2004-03-20 00:00:00.000000,18521,1783,706,6.22,6.22
481403,2003-01-29 00:00:00.000000,707063,1509,706,6.22,6.22
855656,2009-05-31 00:00:00.000000,998183,1259,2179,2.13,2.13
930341,2016-10-02 00:00:00.000000,478959,549,2179,2.13,2.13
947029,2010-10-06 00:00:00.000000,680701,3331,2179,2.13,2.13
863928,2003-05-04 00:00:00.000000,646530,587,2179,2.13,2.13
492962,1990-11-01 00:00:00.000000,570234,1329,3029,2.82,2.82
23575,2009-03-10 00:00:00.000000,200533,115,3029,2.82,2.82
133623,1999-09-02 00:00:00.000000,571508,3923,3029,2.82,2.82
178073,1992-12-13 00:00:00.000000,355570,3742,3029,2.82,2.82
432339,1999-10-22 00:00:00.000000,14967,2499,3029,2.82,2.82
871746,2005-09-23 00:00:00.000000,416696,739,364,4.72,4.72
272977,2008-07-31 00:00:00.000000,220719,3158,364,4.72,4.72
689452,1997-11-12 00:00:00.000000,845534,2697,364,4.72,4.72
86157,1993-09-19 00:00:00.000000,422105,3158,2666,9.7,9.7
649273,2010-01-25 00:00:00.000000,540954,3923,2666,9.7,9.7
399840,2012-09-25 00:00:00.000000,977343,3933,2666,9.7,9.7
277032,2010-01-19 00:00:00.000000,510255,2308,2666,9.7,9.7
781686,1992-09-28 00:00:00.000000,353422,1911,2666,9.7,9.7
95957,2010-05-29 00:00:00.000000,317406,1930,2666,9.7,9.7
39982,2000-08-06 00:00:00.000000,264743,1709,2666,9.7,9.7
226765,2020-01-11 00:00:00.000000,668181,3868,1953,7.45,7.45
798468,2014-08-08 00:00:00.000000,347370,467,1953,7.45,7.45
862865,2008-02-25 00:00:00.000000,432572,1259,1953,7.45,7.45
874928,2001-11-23 00:00:00.000000,936692,3079,1953,7.45,7.45
163016,2017-04-26 00:00:00.000000,747193,1183,1953,7.45,7.45
453542,2019-02-23 00:00:00.000000,879429,2168,3393,1.93,1.93
949253,2015-02-20 00:00:00.000000,202720,2641,3393,1.93,1.93
583638,2013-03-20 00:00:00.000000,597591,587,3393,1.93,1.93
832294,1994-10-18 00:00:00.000000,934499,2050,3393,1.93,1.93
393294,2003-10-11 00:00:00.000000,245763,1759,2739,5.04,5.04
456832,2014-10-18 00:00:00.000000,839688,3742,2570,5.01,5.01
301157,1990-05-16 00:00:00.000000,571834,2825,2570,5.01,5.01
858376,2010-07-05 00:00:00.000000,366765,355,2570,5.01,5.01
983375,2017-04-22 00:00:00.000000,780179,1853,2570,5.01,5.01
502294,1998-08-26 00:00:00.000000,65915,3331,2570,5.01,5.01
224411,2014-09-10 00:00:00.000000,570331,3868,371,1.47,1.47
90411,1992-08-30 00:00:00.000000,321741,696,371,1.47,1.47
837861,2016-05-24 00:00:00.000000,592307,3126,371,1.47,1.47
220027,2001-04-16 00:00:00.000000,985987,1183,1066,6.93,6.93
193468,2011-04-06 00:00:00.000000,241965,572,1066,6.93,6.93
855997,2004-08-26 00:00:00.000000,116393,3392,1066,6.93,6.93
177586,1993-01-11 00:00:00.000000,194135,696,1066,6.93,6.93
825587,2019-12-27 00:00:00.000000,898811,3923,1066,6.93,6.93
212748,2017-03-20 00:00:00.000000,727501,467,1066,6.93,6.93
373345,2014-01-10 00:00:00.000000,502746,3972,2884,2.72,2.72
895171,2001-12-25 00:00:00.000000,44398,1911,2884,2.72,2.72
618399,1994-03-15 00:00:00.000000,285056,2640,2884,2.72,2.72
214158,2020-09-24 00:00:00.000000,930154,1627,2884,2.72,2.72
562713,2007-06-05 00:00:00.000000,920459,2934,2235,4.58,4.58
946974,1996-01-03 00:00:00.000000,355570,1064,2235,4.58,4.58
458825,2003-06-12 00:00:00.000000,858361,355,3866,3.48,3.48
596063,2018-10-31 00:00:00.000000,941346,3742,3866,3.48,3.48
315133,2002-05-12 00:00:00.000000,942052,1930,1623,4.09,4.09
767845,2008-12-09 00:00:00.000000,833041,2042,1623,4.09,4.09
608098,2003-06-19 00:00:00.000000,576440,2308,1623,4.09,4.09
711622,1993-11-08 00:00:00.000000,366320,3972,1623,4.09,4.09
856006,2015-02-14 00:00:00.000000,680701,365,1623,4.09,4.09
653703,1990-01-12 00:00:00.000000,534112,1283,3903,5.24,5.24
32955,2016-06-07 00:00:00.000000,966459,1730,3903,5.24,5.24
26062,2004-04-03 00:00:00.000000,917169,1627,891,6.84,6.84
54557,2018-01-18 00:00:00.000000,684337,2640,891,6.84,6.84
936124,1995-01-15 00:00:00.000000,505340,2731,3664,1.69,1.69
730445,2013-02-10 00:00:00.000000,487504,1627,3664,1.69,1.69
22167,2003-04-15 00:00:00.000000,312685,2640,1913,8.59,8.59
218860,2015-06-06 00:00:00.000000,815950,2351,1913,8.59,8.59
993467,2018-03-14 00:00:00.000000,315221,2192,1913,8.59,8.59
432215,2020-04-16 00:00:00.000000,528857,2884,3688,5.85,5.85
346677,2007-01-20 00:00:00.000000,490061,1627,3688,5.85,5.85
662111,2004-10-03 00:00:00.000000,285554,214,3688,5.85,5.85
961599,1992-10-22 00:00:00.000000,909630,1183,990,4.43,4.43
91374,2002-07-14 00:00:00.000000,362188,355,990,4.43,4.43
117725,1991-02-17 00:00:00.000000,820030,2331,990,4.43,4.43
545624,2008-11-19 00:00:00.000000,79710,787,990,4.43,4.43
62568,1990-04-30 00:00:00.000000,77910,3249,2993,5.76,5.76
662439,2020-08-31 00:00:00.000000,226070,2042,2993,5.76,5.76
247430,2012-11-11 00:00:00.000000,729771,3840,2993,5.76,5.76
704978,2014-04-24 00:00:00.000000,440367,15,519,9.71,9.71
355209,2013-11-23 00:00:00.000000,416751,1911,519,9.71,9.71
389220,2011-08-10 00:00:00.000000,836719,841,3911,8.57,8.57
25190,2006-01-27 00:00:00.000000,761647,1853,3911,8.57,8.57
139817,2019-03-25 00:00:00.000000,340540,2628,3911,8.57,8.57
618825,2000-10-06 00:00:00.000000,632276,2825,3911,8.57,8.57
956791,2013-11-01 00:00:00.000000,920459,1859,3911,8.57,8.57
539224,2001-08-05 00:00:00.000000,394385,2825,3911,8.57,8.57
382609,2014-10-23 00:00:00.000000,750297,3742,3911,8.57,8.57
254792,2009-07-09 00:00:00.000000,361619,3923,593,3.82,3.82
923629,2005-06-14 00:00:00.000000,475217,1943,593,3.82,3.82
246441,2013-11-05 00:00:00.000000,452441,2697,593,3.82,3.82
590393,1998-04-30 00:00:00.000000,92599,2042,2771,6.5,6.5
558420,2002-05-04 00:00:00.000000,594861,2499,2771,6.5,6.5
521817,1996-12-20 00:00:00.000000,892274,467,2771,6.5,6.5
653458,1995-07-11 00:00:00.000000,902747,3839,2771,6.5,6.5
307702,2015-04-25 00:00:00.000000,726541,546,3864,3.08,3.08
839842,2017-07-04 00:00:00.000000,282686,3802,3864,3.08,3.08
488706,2004-11-30 00:00:00.000000,876020,1859,3864,3.08,3.08
455164,2010-01-02 00:00:00.000000,501341,1859,2381,1.42,1.42
804542,1999-08-13 00:00:00.000000,977298,587,2381,1.42,1.42
419124,2004-05-30 00:00:00.000000,949142,3331,2381,1.42,1.42
960708,2004-01-19 00:00:00.000000,270637,3839,2381,1.42,1.42
316073,2015-06-06 00:00:00.000000,311974,2378,2381,1.42,1.42
336924,2000-09-20 00:00:00.000000,366783,87,2381,1.42,1.42
14422,2015-05-10 00:00:00.000000,913042,3742,3045,4.06,4.06
666577,2004-05-19 00:00:00.000000,684337,2641,3045,4.06,4.06
508720,2014-06-16 00:00:00.000000,844369,2936,3045,4.06,4.06
711409,1994-07-02 00:00:00.000000,651298,789,3045,4.06,4.06
205689,2019-05-10 00:00:00.000000,186659,587,3045,4.06,4.06
984909,2004-02-22 00:00:00.000000,818920,1730,1681,2.06,2.06
945588,2003-07-04 00:00:00.000000,42049,246,1681,2.06,2.06
634535,2013-09-25 00:00:00.000000,270508,2628,1681,2.06,2.06
943151,2018-01-16 00:00:00.000000,329445,1783,3195,6.51,6.51
572616,2018-12-28 00:00:00.000000,570792,2499,3195,6.51,6.51
283484,2017-03-05 00:00:00.000000,236263,1112,1486,6.08,6.08
653547,2009-12-18 00:00:00.000000,502626,1991,12,3.87,3.87
932004,2017-06-11 00:00:00.000000,943527,2351,12,3.87,3.87
854920,2019-02-17 00:00:00.000000,416696,1974,12,3.87,3.87
587740,2010-10-03 00:00:00.000000,25018,3923,12,3.87,3.87
631547,1991-11-11 00:00:00.000000,934219,1064,12,3.87,3.87
29493,2013-09-11 00:00:00.000000,175041,2628,12,3.87,3.87
661429,2008-04-15 00:00:00.000000,319056,787,1477,5.83,5.83
417003,2013-01-29 00:00:00.000000,226237,355,1477,5.83,5.83
76869,1996-05-17 00:00:00.000000,471530,3392,1477,5.83,5.83
113393,1993-05-11 00:00:00.000000,300460,2934,1477,5.83,5.83
895520,1991-05-27 00:00:00.000000,139312,2308,1477,5.83,5.83
768012,2013-03-24 00:00:00.000000,44398,739,1477,5.83,5.83
490433,2001-01-22 00:00:00.000000,623896,2825,1477,5.83,5.83
607311,2008-09-14 00:00:00.000000,668181,3249,1114,6.53,6.53
118468,2016-09-02 00:00:00.000000,23768,3972,1114,6.53,6.53
208537,2014-11-27 00:00:00.000000,647344,1911,1533,1.62,1.62
563990,2010-04-12 00:00:00.000000,478959,3551,1533,1.62,1.62
871540,2001-09-30 00:00:00.000000,695576,1329,1533,1.62,1.62
830348,2003-09-12 00:00:00.000000,48957,1991,1533,1.62,1.62
320175,2019-08-27 00:00:00.000000,650471,1730,1038,3.85,3.85
138912,2014-08-17 00:00:00.000000,326896,3475,1038,3.85,3.85
311152,2020-05-20 00:00:00.000000,389040,2280,1038,3.85,3.85
747086,2013-01-17 00:00:00.000000,348169,787,1038,3.85,3.85
390718,2018-07-07 00:00:00.000000,425443,355,2645,7.65,7.65
571160,2004-08-16 00:00:00.000000,65186,3460,2645,7.65,7.65
53697,2012-06-13 00:00:00.000000,788029,1974,1669,6.85,6.85
836338,1991-08-07 00:00:00.000000,971614,572,1669,6.85,6.85
672583,1990-07-20 00:00:00.000000,787295,1112,1669,6.85,6.85
468272,2018-09-02 00:00:00.000000,679290,2192,1669,6.85,6.85
143645,1990-05-29 00:00:00.000000,433952,3888,1669,6.85,6.85
170386,2002-06-02 00:00:00.000000,182243,608,3931,9.25,9.25
276392,2013-11-25 00:00:00.000000,840556,739,3931,9.25,9.25
889125,2015-01-25 00:00:00.000000,167858,1568,3931,9.25,9.25
830106,1993-01-12 00:00:00.000000,262499,1329,3931,9.25,9.25
851064,2005-09-24 00:00:00.000000,440367,3992,3931,9.25,9.25
550350,1998-06-22 00:00:00.000000,276279,2470,2203,9.07,9.07
758445,2018-02-18 00:00:00.000000,454543,696,2203,9.07,9.07
281370,1993-06-25 00:00:00.000000,320837,2317,2203,9.07,9.07
871816,1993-10-13 00:00:00.000000,684337,3688,2203,9.07,9.07
741227,2011-12-27 00:00:00.000000,513584,2495,2388,8.27,8.27
83120,1996-07-20 00:00:00.000000,316068,365,2388,8.27,8.27
964198,2017-05-02 00:00:00.000000,644311,2280,1318,7.99,7.99
533551,1998-01-12 00:00:00.000000,388943,787,1318,7.99,7.99
795565,2006-10-12 00:00:00.000000,648346,3933,1318,7.99,7.99
735470,2018-12-17 00:00:00.000000,293123,2351,3750,6.68,6.68
463737,2007-04-01 00:00:00.000000,390310,608,3750,6.68,6.68
483030,2009-06-25 00:00:00.000000,597591,2168,3750,6.68,6.68
349830,2011-08-21 00:00:00.000000,14515,3817,1064,6.6,6.6
964131,2009-10-07 00:00:00.000000,126786,1930,1064,6.6,6.6
91805,2012-03-18 00:00:00.000000,598800,1943,2804,10.0,10.0
816927,1990-11-05 00:00:00.000000,639775,2192,2804,10.0,10.0
594678,2016-04-17 00:00:00.000000,977343,2745,2804,10.0,10.0
43253,2008-02-14 00:00:00.000000,863671,3514,2804,10.0,10.0
95646,2006-01-25 00:00:00.000000,766875,3817,2804,10.0,10.0
527530,2013-05-08 00:00:00.000000,920309,2335,2804,10.0,10.0
699627,1996-06-18 00:00:00.000000,642693,2042,2804,10.0,10.0
185140,2007-09-12 00:00:00.000000,97665,787,2804,10.0,10.0
440821,2009-10-19 00:00:00.000000,216204,2331,3912,8.0,8.0
281235,2008-06-22 00:00:00.000000,81644,739,3912,8.0,8.0
959845,2000-08-08 00:00:00.000000,418508,2335,3912,8.0,8.0
416726,2014-08-15 00:00:00.000000,121296,2308,1207,3.63,3.63
629511,2012-01-13 00:00:00.000000,220719,2884,1207,3.63,3.63
664070,1993-07-24 00:00:00.000000,692349,246,1207,3.63,3.63
804793,2012-05-24 00:00:00.000000,758298,841,1207,3.63,3.63
734032,2014-05-22 00:00:00.000000,556512,1627,3587,5.3,5.3
172816,2007-10-29 00:00:00.000000,571834,1759,3587,5.3,5.3
888513,2020-11-08 00:00:00.000000,726541,789,1476,9.53,9.53
852272,2004-12-23 00:00:00.000000,244797,3978,1476,9.53,9.53
144483,2002-01-03 00:00:00.000000,315221,2168,1476,9.53,9.53
845948,2020-09-15 00:00:00.000000,232126,2192,1476,9.53,9.53
797801,1990-02-15 00:00:00.000000,529604,2042,1476,9.53,9.53
152219,2013-01-31 00:00:00.000000,78803,1622,1476,9.53,9.53
444856,2003-07-25 00:00:00.000000,758298,587,3375,5.3,5.3
390200,1997-02-08 00:00:00.000000,523316,467,2751,6.57,6.57
64610,1999-03-14 00:00:00.000000,62400,1783,3828,2.84,2.84
958159,2016-08-28 00:00:00.000000,184908,2495,3828,2.84,2.84
146623,2013-12-02 00:00:00.000000,583733,1362,3828,2.84,2.84
815899,1994-03-01 00:00:00.000000,559169,1709,3828,2.84,2.84
990799,1998-10-13 00:00:00.000000,960273,1112,3753,2.95,2.95
34639,1998-08-15 00:00:00.000000,485749,2936,233,7.75,7.75
93948,2000-10-15 00:00:00.000000,398750,2280,1130,9.5,9.5
603322,2010-10-13 00:00:00.000000,330159,214,1130,9.5,9.5
720519,1993-04-20 00:00:00.000000,185806,2042,1130,9.5,9.5
210618,1998-11-21 00:00:00.000000,347447,1568,1130,9.5,9.5
604837,1990-10-14 00:00:00.000000,403728,2280,1130,9.5,9.5
551246,1990-01-19 00:00:00.000000,13206,3158,1130,9.5,9.5
93375,2010-05-15 00:00:00.000000,326896,2280,2060,2.69,2.69
458318,2005-01-31 00:00:00.000000,978340,3158,2060,2.69,2.69
665696,2011-09-01 00:00:00.000000,362188,3829,2060,2.69,2.69
589396,2006-06-23 00:00:00.000000,73787,3888,772,4.18,4.18
676291,2015-05-10 00:00:00.000000,893103,1627,772,4.18,4.18
953378,1995-09-17 00:00:00.000000,594108,787,1167,2.41,2.41
425247,2012-02-16 00:00:00.000000,465623,2825,1167,2.41,2.41
192329,2008-02-06 00:00:00.000000,816304,2697,1167,2.41,2.41
287095,2001-08-02 00:00:00.000000,597591,3197,1167,2.41,2.41
251224,1993-12-07 00:00:00.000000,212718,365,1167,2.41,2.41
448600,2019-11-08 00:00:00.000000,709946,3829,1385,4.32,4.32
610839,2010-03-09 00:00:00.000000,611444,1627,1385,4.32,4.32
200779,2008-04-26 00:00:00.000000,92851,696,594,5.24,5.24
314005,1990-12-19 00:00:00.000000,145260,2042,594,5.24,5.24
507254,2013-02-02 00:00:00.000000,76542,2731,2430,2.29,2.29
284716,2014-02-12 00:00:00.000000,717284,2628,2430,2.29,2.29
588297,2005-09-16 00:00:00.000000,444620,2825,2430,2.29,2.29
465483,2008-02-14 00:00:00.000000,386612,2640,2616,6.22,6.22
776695,2020-11-30 00:00:00.000000,924073,3978,2616,6.22,6.22
511403,1994-01-16 00:00:00.000000,202720,2470,2616,6.22,6.22
11082,2004-12-05 00:00:00.000000,611259,2640,777,9.64,9.64
960530,2020-08-29 00:00:00.000000,367515,115,777,9.64,9.64
246400,2003-08-31 00:00:00.000000,250652,2495,497,2.74,2.74
199544,2011-07-05 00:00:00.000000,253481,1648,497,2.74,2.74
601174,2008-06-08 00:00:00.000000,915175,1648,497,2.74,2.74
518706,1996-12-11 00:00:00.000000,707138,841,497,2.74,2.74
484896,2010-05-04 00:00:00.000000,211809,587,320,9.62,9.62
830776,2008-10-11 00:00:00.000000,250177,3802,320,9.62,9.62
643782,1992-09-18 00:00:00.000000,556039,2641,3379,7.86,7.86
255253,1993-06-14 00:00:00.000000,839531,139,3379,7.86,7.86
259984,2018-04-01 00:00:00.000000,832880,1974,716,9.83,9.83
549399,1991-09-27 00:00:00.000000,788029,3978,716,9.83,9.83
357421,2006-04-30 00:00:00.000000,17635,2936,716,9.83,9.83
96312,1996-02-27 00:00:00.000000,491468,1622,716,9.83,9.83
350925,1994-09-06 00:00:00.000000,598580,1911,2982,7.03,7.03
975673,2005-01-15 00:00:00.000000,391702,1853,2982,7.03,7.03
470300,1997-07-24 00:00:00.000000,926944,1362,2982,7.03,7.03
449220,2010-06-17 00:00:00.000000,753904,1112,2593,6.72,6.72
561438,2001-05-17 00:00:00.000000,366765,3197,2593,6.72,6.72
26601,1990-10-01 00:00:00.000000,789402,2936,2593,6.72,6.72
829711,2006-07-18 00:00:00.000000,737359,1648,1242,6.19,6.19
914457,1991-11-20 00:00:00.000000,79960,1943,1242,6.19,6.19
577113,2016-11-05 00:00:00.000000,452441,3688,3955,1.4,1.4
686979,2006-01-10 00:00:00.000000,565650,1568,77,6.24,6.24
430014,2008-09-17 00:00:00.000000,943527,2192,77,6.24,6.24
798245,1994-08-16 00:00:00.000000,418925,3923,77,6.24,6.24
242896,2007-05-04 00:00:00.000000,881952,1911,77,6.24,6.24
5202,1992-01-29 00:00:00.000000,383361,472,77,6.24,6.24
438533,1992-05-24 00:00:00.000000,70967,3918,2041,9.27,9.27
512373,2018-12-17 00:00:00.000000,267490,2335,2041,9.27,9.27
448332,1995-04-30 00:00:00.000000,889688,2499,2041,9.27,9.27
181557,2003-07-15 00:00:00.000000,65186,3197,2041,9.27,9.27
452941,1996-12-21 00:00:00.000000,416956,462,2041,9.27,9.27
262601,2015-08-17 00:00:00.000000,23768,3817,2041,9.27,9.27
328363,2000-04-11 00:00:00.000000,575608,2078,1377,7.83,7.83
201618,2019-06-30 00:00:00.000000,833041,3331,1377,7.83,7.83
575138,2018-07-08 00:00:00.000000,229584,1974,1377,7.83,7.83
242924,2000-02-01 00:00:00.000000,879429,115,1511,6.76,6.76
997001,2002-04-22 00:00:00.000000,770372,1943,1511,6.76,6.76
875512,2006-12-05 00:00:00.000000,374930,467,1602,2.95,2.95
388316,2006-09-28 00:00:00.000000,452441,3978,1602,2.95,2.95
924890,2016-11-10 00:00:00.000000,897170,3331,1602,2.95,2.95
711506,2012-02-03 00:00:00.000000,998433,1259,1602,2.95,2.95
790650,2015-10-15 00:00:00.000000,68405,3475,505,3.35,3.35
159792,2010-01-16 00:00:00.000000,483312,3839,505,3.35,3.35
876934,2010-07-07 00:00:00.000000,545269,3460,505,3.35,3.35
234968,2020-03-20 00:00:00.000000,271774,3688,505,3.35,3.35
874643,2012-03-18 00:00:00.000000,72648,2731,3854,2.78,2.78
239565,2009-07-12 00:00:00.000000,900491,3918,3854,2.78,2.78
151844,2017-01-13 00:00:00.000000,733112,3392,3854,2.78,2.78
169189,2011-05-02 00:00:00.000000,600164,3888,3854,2.78,2.78
553570,2000-05-06 00:00:00.000000,536027,2331,3854,2.78,2.78
395515,2005-12-29 00:00:00.000000,816304,2168,527,4.83,4.83
124180,1999-05-14 00:00:00.000000,760361,2317,527,4.83,4.83
933968,1996-07-10 00:00:00.000000,620661,2050,527,4.83,4.83
194694,2015-03-02 00:00:00.000000,285056,2628,527,4.83,4.83
7343,1994-06-06 00:00:00.000000,442502,2525,2872,8.74,8.74
17528,2012-12-01 00:00:00.000000,361619,3551,2872,8.74,8.74
161258,2011-11-07 00:00:00.000000,852730,2641,2872,8.74,8.74
617517,1992-09-07 00:00:00.000000,645772,2825,2872,8.74,8.74
122191,1990-11-16 00:00:00.000000,92075,727,10,7.38,7.38
169646,1990-08-06 00:00:00.000000,417703,246,10,7.38,7.38
3161,2008-01-08 00:00:00.000000,630045,2331,10,7.38,7.38
826884,1998-06-09 00:00:00.000000,610689,3514,10,7.38,7.38
421418,2003-05-30 00:00:00.000000,986736,2934,1355,5.54,5.54
328130,2012-12-18 00:00:00.000000,437078,1362,1355,5.54,5.54
966174,2009-06-03 00:00:00.000000,123612,3331,1355,5.54,5.54
573368,2001-03-18 00:00:00.000000,862860,3918,1355,5.54,5.54
593444,1995-08-26 00:00:00.000000,358928,572,1355,5.54,5.54
374126,2007-08-26 00:00:00.000000,580418,2495,1355,5.54,5.54
917480,1999-12-30 00:00:00.000000,913585,1709,1355,5.54,5.54
864614,2006-03-12 00:00:00.000000,909630,3978,411,5.3,5.3
